author_id,created_at,text,tokens,filtered_tokens,stemmed_text,term,cluster
KADSocialHub,2025-02-17T11:22:59.000Z,"Relate   Semangat ya kak, semoga lulus di lain waktu. Anyway tau ga sih kak kalo ada beberapa perusahaan yang menerima magang tanpa sertifikasi bahasa dan skill?","Relate, Semangat, ya, kak, ,, semoga, lulus, di, lain, waktu, ., Anyway, tau, ga, sih, kak, kalo, ada, beberapa, perusahaan, yang, menerima, magang, tanpa, sertifikasi, bahasa, dan, skill, ?","Relate, Semangat, ya, kak, ,, semoga, lulus, ., Anyway, tau, ga, sih, kak, kalo, perusahaan, menerima, magang, sertifikasi, bahasa, skill, ?",relate semangat ya kak moga lulus di lain waktu anyway tau ga sih kak kalo ada beberapa usaha yang terima magang tanpa sertifikasi bahasa dan skill,"relate,semangat,ya,kak,moga,lulus,di,lain,waktu,anyway,tau,ga,sih,kak,kalo,ada,beberapa,usaha,yang,terima,magang,tanpa,sertifikasi,bahasa,dan,skill",0
KADSocialHub,2025-02-17T11:21:50.000Z,"Di Discord sudah ada juga Channel job offer yang bisa diakses, kemarin mimin lihat ada 30+ tuh, boleh dilihat ya kak","Di, Discord, sudah, ada, juga, Channel, job, offer, yang, bisa, diakses, ,, kemarin, mimin, lihat, ada, 30+, tuh, ,, boleh, dilihat, ya, kak","Discord, Channel, job, offer, diakses, ,, kemarin, mimin, lihat, 30+, tuh, ,, ya, kak",di discord sudah ada juga channel job offer yang bisa akses kemarin mimin lihat ada 30 tuh boleh lihat ya kak,"di,discord,sudah,ada,juga,channel,job,offer,yang,bisa,akses,kemarin,mimin,lihat,ada,30,tuh,boleh,lihat,ya,kak",0
KADSocialHub,2025-02-17T07:58:42.000Z,#IndonesiaGelap Bandung.,"#, IndonesiaGelap, Bandung, .","#, IndonesiaGelap, Bandung, .",indonesiagelap bandung,"indonesiagelap,bandung",1
KADSocialHub,2025-02-17T06:32:31.000Z,Demo #IndonesiaGelap di depan Istana,"Demo, #, IndonesiaGelap, di, depan, Istana","Demo, #, IndonesiaGelap, Istana",demo indonesiagelap di depan istana,"demo,indonesiagelap,di,depan,istana",1
KADSocialHub,2025-02-17T05:15:49.000Z,Untuk jadwal belum ada kak   Tapi saran kami tampung dulu ya kak! Terima kasih  https://x.com/gumgompiera/st/gumgompiera/status/1891352852590661645…,"Untuk, jadwal, belum, ada, kak, Tapi, saran, kami, tampung, dulu, ya, kak, !, Terima, kasih, https, :, //x.com/gumgompiera/st/gumgompiera/status/1891352852590661645…","jadwal, kak, saran, tampung, ya, kak, !, Terima, kasih, https, :, //x.com/gumgompiera/st/gumgompiera/status/1891352852590661645…",untuk jadwal belum ada kak tapi saran kami tampung dulu ya kak terima kasih https x com gumgompiera st gumgompiera status 1891352852590661645,"untuk,jadwal,belum,ada,kak,tapi,saran,kami,tampung,dulu,ya,kak,terima,kasih,https,x,com,gumgompiera,st,gumgompiera,status,1891352852590661645",0
KADSocialHub,2025-02-17T04:13:29.000Z,#IndonesiaGelap,"#, IndonesiaGelap","#, IndonesiaGelap",indonesiagelap,indonesiagelap,1
KADSocialHub,2025-02-17T03:10:56.000Z,"Hi! Terima kasih antusiasnya ya semuanya!  Btw, sejujurnya, honesly, jujurly, bingung mau mengawali dengan apa. Temen² ada yang mau bertanya seputar discord #KaburAjaDulu? Boleh drop dibawah ya!","Hi, !, Terima, kasih, antusiasnya, ya, semuanya, !, Btw, ,, sejujurnya, ,, honesly, ,, jujurly, ,, bingung, mau, mengawali, dengan, apa, ., Temen², ada, yang, mau, bertanya, seputar, discord, #, KaburAjaDulu, ?, Boleh, drop, dibawah, ya, !","Hi, !, Terima, kasih, antusiasnya, ya, !, Btw, ,, sejujurnya, ,, honesly, ,, jujurly, ,, bingung, mengawali, ., Temen², seputar, discord, #, KaburAjaDulu, ?, drop, dibawah, ya, !",hi terima kasih antusias ya semua btw jujur honesly jujurly bingung mau awal dengan apa temen ada yang mau tanya putar discord kaburajadulu boleh drop bawah ya,"hi,terima,kasih,antusias,ya,semua,btw,jujur,honesly,jujurly,bingung,mau,awal,dengan,apa,temen,ada,yang,mau,tanya,putar,discord,kaburajadulu,boleh,drop,bawah,ya",0
KADSocialHub,2025-02-16T15:15:47.000Z,Hello!,"Hello, !","Hello, !",hello,hello,0
,,,,,,,0
KaburAjaDulu,2025-02-14T01:31:59.000Z,"mau bikin pabrik, regulasi gak jelas, minim infra dan birokrasi ribet mau bikin warung, dipalakin ormas mau jadi pengajar/pendidik, gajinya culun mau kerja informal karena minim akses, digaruk Pol PP mau jadi pegawai, pabrik dan PT sedikit (lihat poin 1)  #KaburAjaDulu","mau, bikin, pabrik, ,, regulasi, gak, jelas, ,, minim, infra, dan, birokrasi, ribet, mau, bikin, warung, ,, dipalakin, ormas, mau, jadi, pengajar/pendidik, ,, gajinya, culun, mau, kerja, informal, karena, minim, akses, ,, digaruk, Pol, PP, mau, jadi, pegawai, ,, pabrik, dan, PT, sedikit, (, lihat, poin, 1, ), #, KaburAjaDulu","bikin, pabrik, ,, regulasi, gak, ,, minim, infra, birokrasi, ribet, bikin, warung, ,, dipalakin, ormas, pengajar/pendidik, ,, gajinya, culun, kerja, informal, minim, akses, ,, digaruk, Pol, PP, pegawai, ,, pabrik, PT, (, lihat, poin, 1, ), #, KaburAjaDulu",mau bikin pabrik regulasi gak jelas minim infra dan birokrasi ribet mau bikin warung dipalakin ormas mau jadi ajar didik gaji culun mau kerja informal karena minim akses garuk pol pp mau jadi pegawai pabrik dan pt sedikit lihat poin 1 kaburajadulu,"mau,bikin,pabrik,regulasi,gak,jelas,minim,infra,dan,birokrasi,ribet,mau,bikin,warung,dipalakin,ormas,mau,jadi,ajar,didik,gaji,culun,mau,kerja,informal,karena,minim,akses,garuk,pol,pp,mau,jadi,pegawai,pabrik,dan,pt,sedikit,lihat,poin,1,kaburajadulu",0
KaburAjaDulu,2025-04-06T04:10:14.000Z,ini gak lucu sih menurut gue  makin bikin pengen #kaburajadulu  politisi kok kaya gitu dah  terus banyak juga yang setuju  wkwk  this country is beyond help,"ini, gak, lucu, sih, menurut, gue, makin, bikin, pengen, #, kaburajadulu, politisi, kok, kaya, gitu, dah, terus, banyak, juga, yang, setuju, wkwk, this, country, is, beyond, help","gak, lucu, sih, gue, bikin, pengen, #, kaburajadulu, politisi, kaya, gitu, dah, setuju, wkwk, this, country, is, beyond, help",ini gak lucu sih turut gue makin bikin ken kaburajadulu politis kok kaya gitu dah terus banyak juga yang tuju wkwk this country is beyond help,"ini,gak,lucu,sih,turut,gue,makin,bikin,ken,kaburajadulu,politis,kok,kaya,gitu,dah,terus,banyak,juga,yang,tuju,wkwk,this,country,is,beyond,help",0
KaburAjaDulu,2025-04-06T03:57:44.000Z,kenapa gue WNI?,"kenapa, gue, WNI, ?","gue, WNI, ?",kenapa gue wni,"kenapa,gue,wni",0
KaburAjaDulu,2025-04-06T03:57:31.000Z,jadi pengen #kaburajadulu ke negara yang gak kebanyakan gimmick hari-harian,"jadi, pengen, #, kaburajadulu, ke, negara, yang, gak, kebanyakan, gimmick, hari-harian","pengen, #, kaburajadulu, negara, gak, kebanyakan, gimmick, hari-harian",jadi ken kaburajadulu ke negara yang gak banyak gimmick hari,"jadi,ken,kaburajadulu,ke,negara,yang,gak,banyak,gimmick,hari",0
KaburAjaDulu,2025-04-06T03:56:49.000Z,jadi pengen #kaburajadulu ke negara yang ormas orang sipilnya gak doyan cosplay aparat/tentara2an,"jadi, pengen, #, kaburajadulu, ke, negara, yang, ormas, orang, sipilnya, gak, doyan, cosplay, aparat/tentara2an","pengen, #, kaburajadulu, negara, ormas, orang, sipilnya, gak, doyan, cosplay, aparat/tentara2an",jadi ken kaburajadulu ke negara yang ormas orang sipil gak doyan cosplay aparat tentara2an,"jadi,ken,kaburajadulu,ke,negara,yang,ormas,orang,sipil,gak,doyan,cosplay,aparat,tentara2an",0
KaburAjaDulu,2025-03-09T14:39:49.000Z,Makin pengen #KaburAjaDulu,"Makin, pengen, #, KaburAjaDulu","pengen, #, KaburAjaDulu",makin ken kaburajadulu,"makin,ken,kaburajadulu",1
KaburAjaDulu,2025-03-09T14:37:36.000Z,Minyak goreng aja takarannya dimanipulasi dan kok baru rame sekarang bener2 membingungkan  lebih bingung lagi kalo gak kepengen #KaburAjaDulu,"Minyak, goreng, aja, takarannya, dimanipulasi, dan, kok, baru, rame, sekarang, bener2, membingungkan, lebih, bingung, lagi, kalo, gak, kepengen, #, KaburAjaDulu","Minyak, goreng, aja, takarannya, dimanipulasi, rame, bener2, membingungkan, bingung, kalo, gak, kepengen, #, KaburAjaDulu",minyak goreng aja takar manipulasi dan kok baru rame sekarang bener2 bingung lebih bingung lagi kalo gak ken kaburajadulu,"minyak,goreng,aja,takar,manipulasi,dan,kok,baru,rame,sekarang,bener2,bingung,lebih,bingung,lagi,kalo,gak,ken,kaburajadulu",0
KaburAjaDulu,2025-03-03T08:46:46.000Z,"Kemaren ngobrol sama temen yg hidup dgn kanker payudara. Per Februari, salah satu obat injeksinya (avestrant) sudah tidak dicover BPJS :)  Harga satu dosisnya sekitar 3jt, dia harus 2x dosis sekali injeksi, 6jt gak dicover BPJS.","Kemaren, ngobrol, sama, temen, yg, hidup, dgn, kanker, payudara, ., Per, Februari, ,, salah, satu, obat, injeksinya, (, avestrant, ), sudah, tidak, dicover, BPJS, :, ), Harga, satu, dosisnya, sekitar, 3jt, ,, dia, harus, 2x, dosis, sekali, injeksi, ,, 6jt, gak, dicover, BPJS, .","Kemaren, ngobrol, temen, yg, hidup, dgn, kanker, payudara, ., Februari, ,, salah, obat, injeksinya, (, avestrant, ), dicover, BPJS, :, ), Harga, dosisnya, 3jt, ,, 2x, dosis, injeksi, ,, 6jt, gak, dicover, BPJS, .",kemaren ngobrol sama temen yg hidup dgn kanker payudara per februari salah satu obat injeksi avestrant sudah tidak dicover bpjs harga satu dosis sekitar 3jt dia harus 2x dosis sekali injeksi 6jt gak dicover bpjs,"kemaren,ngobrol,sama,temen,yg,hidup,dgn,kanker,payudara,per,februari,salah,satu,obat,injeksi,avestrant,sudah,tidak,dicover,bpjs,harga,satu,dosis,sekitar,3jt,dia,harus,2x,dosis,sekali,injeksi,6jt,gak,dicover,bpjs",0
KaburAjaDulu,2025-03-04T22:38:44.000Z,salah satu alasan utama pengen #KaburAjaDulu,"salah, satu, alasan, utama, pengen, #, KaburAjaDulu","salah, alasan, utama, pengen, #, KaburAjaDulu",salah satu alas utama ken kaburajadulu,"salah,satu,alas,utama,ken,kaburajadulu",1
KaburAjaDulu,2025-03-04T22:20:20.000Z,"Pengen #KaburAjaDulu ke tempat yang orang2nya kagak stress, kagak road rage, kagak dikit2 ngambekan kalo senggolan di jalan, kagak melanggar peraturan, kagak grasa grusu di jalan, kagak buru2 di jalan, kagak ngerokok sambil nyetir","Pengen, #, KaburAjaDulu, ke, tempat, yang, orang2nya, kagak, stress, ,, kagak, road, rage, ,, kagak, dikit2, ngambekan, kalo, senggolan, di, jalan, ,, kagak, melanggar, peraturan, ,, kagak, grasa, grusu, di, jalan, ,, kagak, buru2, di, jalan, ,, kagak, ngerokok, sambil, nyetir","Pengen, #, KaburAjaDulu, orang2nya, kagak, stress, ,, kagak, road, rage, ,, kagak, dikit2, ngambekan, kalo, senggolan, jalan, ,, kagak, melanggar, peraturan, ,, kagak, grasa, grusu, jalan, ,, kagak, buru2, jalan, ,, kagak, ngerokok, nyetir",ken kaburajadulu ke tempat yang orang2nya kagak stress kagak road rage kagak dikit2 ngambekan kalo senggol di jalan kagak langgar atur kagak grasa grusu di jalan kagak buru2 di jalan kagak ngerokok sambil nyetir,"ken,kaburajadulu,ke,tempat,yang,orang2nya,kagak,stress,kagak,road,rage,kagak,dikit2,ngambekan,kalo,senggol,di,jalan,kagak,langgar,atur,kagak,grasa,grusu,di,jalan,kagak,buru2,di,jalan,kagak,ngerokok,sambil,nyetir",0
KaburAjaDulu,2025-03-04T22:18:44.000Z,semakin sulit kalau mau #KaburAjaDulu,"semakin, sulit, kalau, mau, #, KaburAjaDulu","sulit, #, KaburAjaDulu",makin sulit kalau mau kaburajadulu,"makin,sulit,kalau,mau,kaburajadulu",0
KaburAjaDulu,2025-03-04T22:18:06.000Z,Pengen #KaburAjaDulu ke tempat yang bebas banjir gak sih?  Yang pemerintahnya ngejaga kawasan yang harusnya jadi resapan air tetap steril dari pembangunan   Yang rakyatnya gak buang sampah sembarangan  Yang pengusahanya gak menyuap govt official  Yang govt officialnya gak korup,"Pengen, #, KaburAjaDulu, ke, tempat, yang, bebas, banjir, gak, sih, ?, Yang, pemerintahnya, ngejaga, kawasan, yang, harusnya, jadi, resapan, air, tetap, steril, dari, pembangunan, Yang, rakyatnya, gak, buang, sampah, sembarangan, Yang, pengusahanya, gak, menyuap, govt, official, Yang, govt, officialnya, gak, korup","Pengen, #, KaburAjaDulu, bebas, banjir, gak, sih, ?, pemerintahnya, ngejaga, kawasan, resapan, air, steril, pembangunan, rakyatnya, gak, buang, sampah, sembarangan, pengusahanya, gak, menyuap, govt, official, govt, officialnya, gak, korup",ken kaburajadulu ke tempat yang bebas banjir gak sih yang perintah ngejaga kawasan yang harus jadi resap air tetap steril dari bangun yang rakyat gak buang sampah sembarang yang usaha gak suap govt official yang govt officialnya gak korup,"ken,kaburajadulu,ke,tempat,yang,bebas,banjir,gak,sih,yang,perintah,ngejaga,kawasan,yang,harus,jadi,resap,air,tetap,steril,dari,bangun,yang,rakyat,gak,buang,sampah,sembarang,yang,usaha,gak,suap,govt,official,yang,govt,officialnya,gak,korup",0
KaburAjaDulu,2025-03-04T07:13:47.000Z, | mahal banget gak sih,"|, mahal, banget, gak, sih","|, mahal, banget, gak, sih",mahal banget gak sih,"mahal,banget,gak,sih",0
KaburAjaDulu,2025-03-04T15:02:03.000Z,Mau #KaburAjaDulu dipersulit gini gimana coba? https://x.com/BudiBukanIntel/BudiBukanIntel/status/1896917422323663325…,"Mau, #, KaburAjaDulu, dipersulit, gini, gimana, coba, ?, https, :, //x.com/BudiBukanIntel/BudiBukanIntel/status/1896917422323663325…","#, KaburAjaDulu, dipersulit, gini, gimana, coba, ?, https, :, //x.com/BudiBukanIntel/BudiBukanIntel/status/1896917422323663325…",mau kaburajadulu sulit gin gimana coba https x com budibukanintel budibukanintel status 1896917422323663325,"mau,kaburajadulu,sulit,gin,gimana,coba,https,x,com,budibukanintel,budibukanintel,status,1896917422323663325",0
KaburAjaDulu,2025-03-04T04:40:59.000Z,Pengen #KaburAjaDulu ke negara yang gak tiap hari ada berita buruk soal kebodohan di negaranya,"Pengen, #, KaburAjaDulu, ke, negara, yang, gak, tiap, hari, ada, berita, buruk, soal, kebodohan, di, negaranya","Pengen, #, KaburAjaDulu, negara, gak, berita, buruk, kebodohan, negaranya",ken kaburajadulu ke negara yang gak tiap hari ada berita buruk soal bodoh di negara,"ken,kaburajadulu,ke,negara,yang,gak,tiap,hari,ada,berita,buruk,soal,bodoh,di,negara",0
KaburAjaDulu,2025-03-02T09:10:05.000Z,Buat yang missed dengerin Webinar #KaburAjaDulu gw ama  @lwastuargo   kemarin -> bisa dengerin rekamannya di sini -> https://goakal.com/lwastuargo/kaburajadulu….  Termasuk di dalemnya ada 2 tipe strategy buat bisa ke kabur ke Ameriki => gabung 88rising kaya Niky trus pake visa O1 atau nikah ama bule,"Buat, yang, missed, dengerin, Webinar, #, KaburAjaDulu, gw, ama, @, lwastuargo, kemarin, -, >, bisa, dengerin, rekamannya, di, sini, -, >, https, :, //goakal.com/lwastuargo/kaburajadulu…, ., Termasuk, di, dalemnya, ada, 2, tipe, strategy, buat, bisa, ke, kabur, ke, Ameriki, =, >, gabung, 88rising, kaya, Niky, trus, pake, visa, O1, atau, nikah, ama, bule","missed, dengerin, Webinar, #, KaburAjaDulu, gw, ama, @, lwastuargo, kemarin, -, >, dengerin, rekamannya, -, >, https, :, //goakal.com/lwastuargo/kaburajadulu…, ., dalemnya, 2, tipe, strategy, kabur, Ameriki, =, >, gabung, 88rising, kaya, Niky, trus, pake, visa, O1, nikah, ama, bule",buat yang missed dengerin webinar kaburajadulu gw ama lwastuargo kemarin - bisa dengerin rekam di sini - https goakal com lwastuargo kaburajadulu masuk di dalem ada 2 tipe strategy buat bisa ke kabur ke ameriki gabung 88rising kaya niky trus pake visa o1 atau nikah ama bule,"buat,yang,missed,dengerin,webinar,kaburajadulu,gw,ama,lwastuargo,kemarin,-,bisa,dengerin,rekam,di,sini,-,https,goakal,com,lwastuargo,kaburajadulu,masuk,di,dalem,ada,2,tipe,strategy,buat,bisa,ke,kabur,ke,ameriki,gabung,88rising,kaya,niky,trus,pake,visa,o1,atau,nikah,ama,bule",0
KaburAjaDulu,2025-02-21T07:24:54.000Z,wajah2 #KaburAjaDulu setelah lulus,"wajah2, #, KaburAjaDulu, setelah, lulus","wajah2, #, KaburAjaDulu, lulus",wajah2 kaburajadulu telah lulus,"wajah2,kaburajadulu,telah,lulus",1
KaburAjaDulu,2025-02-21T07:23:24.000Z,Kalian gak pengen #KaburDuluAja ke negara yang persyaratan masuk PNS nya gak pake ukuran tinggi badan?,"Kalian, gak, pengen, #, KaburDuluAja, ke, negara, yang, persyaratan, masuk, PNS, nya, gak, pake, ukuran, tinggi, badan, ?","gak, pengen, #, KaburDuluAja, negara, persyaratan, masuk, PNS, nya, gak, pake, ukuran, badan, ?",kalian gak ken kaburduluaja ke negara yang syarat masuk pns nya gak pake ukur tinggi badan,"kalian,gak,ken,kaburduluaja,ke,negara,yang,syarat,masuk,pns,nya,gak,pake,ukur,tinggi,badan",0
KaburAjaDulu,2025-02-21T07:15:55.000Z,Keren nih from Cimahi to London. Congrats  @gedearyarp    #KaburAjaDulu ,"Keren, nih, from, Cimahi, to, London, ., Congrats, @, gedearyarp, #, KaburAjaDulu","Keren, nih, from, Cimahi, to, London, ., Congrats, @, gedearyarp, #, KaburAjaDulu",keren nih from cimahi to london congrats gedearyarp kaburajadulu,"keren,nih,from,cimahi,to,london,congrats,gedearyarp,kaburajadulu",1
KaburAjaDulu,2025-02-21T03:42:30.000Z,"Pernah terima pasien yg  datang sambil bawa anak kecil yg nangis-nangis.  Pasiennya cuma bilang “saya ditonjok suami saya, tolong diperiksa dok takutnya rahang saya geser tadi bunyi keras”  Damn, dan bagian terberatnya harus edukasi pasiennya, ga bisa pake bpjs","Pernah, terima, pasien, yg, datang, sambil, bawa, anak, kecil, yg, nangis-nangis, ., Pasiennya, cuma, bilang, “, saya, ditonjok, suami, saya, ,, tolong, diperiksa, dok, takutnya, rahang, saya, geser, tadi, bunyi, keras, ”, Damn, ,, dan, bagian, terberatnya, harus, edukasi, pasiennya, ,, ga, bisa, pake, bpjs","terima, pasien, yg, bawa, anak, yg, nangis-nangis, ., Pasiennya, bilang, “, ditonjok, suami, ,, tolong, diperiksa, dok, takutnya, rahang, geser, bunyi, keras, ”, Damn, ,, terberatnya, edukasi, pasiennya, ,, ga, pake, bpjs",pernah terima pasien yg datang sambil bawa anak kecil yg nang pasien cuma bilang saya tonjok suami saya tolong periksa dok takut rahang saya geser tadi bunyi keras damn dan bagi berat harus edukasi pasien ga bisa pake bpjs,"pernah,terima,pasien,yg,datang,sambil,bawa,anak,kecil,yg,nang,pasien,cuma,bilang,saya,tonjok,suami,saya,tolong,periksa,dok,takut,rahang,saya,geser,tadi,bunyi,keras,damn,dan,bagi,berat,harus,edukasi,pasien,ga,bisa,pake,bpjs",0
KaburAjaDulu,2025-02-21T05:58:57.000Z,yuk #KaburDuluAja cari negara yang stok paracetamolnya selalu aman,"yuk, #, KaburDuluAja, cari, negara, yang, stok, paracetamolnya, selalu, aman","yuk, #, KaburDuluAja, cari, negara, stok, paracetamolnya, aman",yuk kaburduluaja cari negara yang stok paracetamolnya selalu aman,"yuk,kaburduluaja,cari,negara,yang,stok,paracetamolnya,selalu,aman",0
KaburAjaDulu,2025-02-21T03:11:46.000Z,"gue lumayan percaya sama mekanisme pasar  kenapa sih tagar #KaburAjaDulu muncul? salah satunya karena SDM di Indonesia merasa tinggal dan kerja disini udah gak ,menarik lagi sehingga alamiah berniat untuk kabur (terlepas berhasil atau nggak)  wajar2 aja menurut gue","gue, lumayan, percaya, sama, mekanisme, pasar, kenapa, sih, tagar, #, KaburAjaDulu, muncul, ?, salah, satunya, karena, SDM, di, Indonesia, merasa, tinggal, dan, kerja, disini, udah, gak, ,, menarik, lagi, sehingga, alamiah, berniat, untuk, kabur, (, terlepas, berhasil, atau, nggak, ), wajar2, aja, menurut, gue","gue, lumayan, percaya, mekanisme, pasar, sih, tagar, #, KaburAjaDulu, muncul, ?, salah, satunya, SDM, Indonesia, tinggal, kerja, udah, gak, ,, menarik, alamiah, berniat, kabur, (, terlepas, berhasil, nggak, ), wajar2, aja, gue",gue lumayan percaya sama mekanisme pasar kenapa sih tagar kaburajadulu muncul salah satu karena sdm di indonesia rasa tinggal dan kerja sini udah gak tarik lagi sehingga alamiah niat untuk kabur lepas hasil atau nggak wajar2 aja turut gue,"gue,lumayan,percaya,sama,mekanisme,pasar,kenapa,sih,tagar,kaburajadulu,muncul,salah,satu,karena,sdm,di,indonesia,rasa,tinggal,dan,kerja,sini,udah,gak,tarik,lagi,sehingga,alamiah,niat,untuk,kabur,lepas,hasil,atau,nggak,wajar2,aja,turut,gue",0
